"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ABT","Abbott Laboratories","55.76","86862704960","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ACN","Accenture plc.","55.81","36120734290","n/a","1986","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ACW","Accuride Corporation New","7.07","334319090","n/a","2005","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"ACE","Ace Limited","72.67","24504832690","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ace",
"AGRO","Adecoagro S.A.","9.31","1117842390","n/a","1994","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"ARX","Aeroflex Holding Corp.","13.49","1143803610","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/arx",
"ARO","Aeropostale Inc","16.39","1323492500","n/a","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro",
"ATI","Allegheny Technologies Incorporated","51.1","5434996000","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"AGN","Allergan, Inc.","87.77","26772658640","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"ALE","Allete Inc.","41.33","1520944000","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"DOX","Amdocs Limited","29.4","5064620400","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AEE","Ameren Corporation","31.64","7664473600","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc","13.2","334765200","n/a","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AGP","AMERIGROUP Corporation","69.59","3328907240","n/a","n/a","Health Care","Hospital And Medical Service Plans","http://www.nasdaq.com/symbol/agp",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","54.68","12371623400","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"AMP^A","AMERIPRISE FINANCIAL SERVICES, INC.","28.02","224160000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amp^a",
"ABC","AmerisourceBergen Corporation (Holding Co)","40.09","10356970870","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"AOL","AOL Inc.","15.6","1518550800","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aol",
"APA","Apache Corporation","96.8","37176911200","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"APA^D","Apache Corporation","55.38","70055700","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apa^d",
"ATR","AptarGroup, Inc.","51.55","3405908500","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr",
"MT","ArcelorMittal","21.08","1673752000","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"AZZ","AZZ Incorporated","47.67","599831610","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BBX","BankAtlantic Bancorp, Inc.","3.13","48311550","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bbx",
"RATE","Bankrate Inc.","22.99","2298885050","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rate",
"BKU","BankUnited Inc.","22.71","2209319640","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","13.95","1351601550","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs",
"BWA","BorgWarner Inc.","74.88","8215833600","n/a","1993","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/bwa",
"SAM","Boston Beer Company, Inc. (The)","99.97","862641130","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/sam",
"BMY","Bristol-Myers Squibb Company","32.65","55145850000","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy",
"BMY^","Bristol-Myers Squibb Company","570.1","3420600","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy^",
"CJES","C&J Energy Services, Inc.","17.52","909060240","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cjes",
"BLW","Citigroup Inc.","16.66","615087200","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","29.64","86658705120","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c",
"C/WS/A","Citigroup Inc.","0.349","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c/ws/a",
"C/WS/B","Citigroup Inc.","0.069","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c/ws/b",
"C^Z","Citigroup Inc.","24.52","1324080000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^z",
"KO","Coca-Cola Company (The)","68.09","154648186880","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola Enterprises, Inc.","26.59","8296505440","n/a","1986","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CL","Colgate-Palmolive Company","89","43075911000","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"CMRE","Costamare Inc.","15.67","944901000","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cmre",
"CVD","Covance Inc.","46.16","2804635440","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cvd",
"CRD/A","Crawford & Company","3.85","111942600","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crd/a",
"CRD/B","Crawford & Company","5.9","145712300","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crd/b",
"BAP","Credicorp Ltd.","110.71","10449031220","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bap",
"CS","CreditSuisse Group","26.04","1424804640","n/a","1989","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cs",
"CRP","CreditSuisse Guernsey BRH","25.77","1443120000","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/crp",
"CXS","Crexus Investment Corp.","10.97","840521400","n/a","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxs",
"CRY","CryoLife Inc.","5.32","149699480","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CUBE^A","CubeSmart","24.83","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cube^a",
"CUB","Cubic Corporation","45.6","1219161600","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cub",
"CFI","Culp Inc.","8.7","111072900","n/a","1986","Basic Industries","Textiles","http://www.nasdaq.com/symbol/cfi",
"CMI","Cummins Inc.","104.78","20212062000","n/a","1984","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CW","Curtiss-Wright Corporation","37.47","1749249480","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cw",
"CSI","Cutwater Select Income Fund","18.99","203363910","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/csi",
"CVI","CVR Energy Inc.","24.21","2095932330","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","28.89","2109605580","n/a","1992","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"CVS","CVS Corporation","42.77","55670715100","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"DB","Deutsche Bank AG","42.5","39060135000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/db",
"DTK","Deutsche Bank AG","23.99","1679300000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dtk",
"DTT","Deutsche Bank AG","21.93","1008780000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dtt",
"DUA","Deutsche Bank AG","20.88","501120000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dua",
"DXB","Deutsche Bank AG","21.85","699200000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dxb",
"DCE","Deutsche Bk Cap Fdg Tr X","23.41","655480000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dce",
"DY","Dycom Industries, Inc.","21.33","717754500","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/dy",
"DYN","Dynegy Inc.","2.23","273645530","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DX","Dynex Capital, Inc.","9.4","379581400","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dx",
"EXK","Endeavour Silver Corporation","10.11","816079200","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"ENH","Endurance Specialty Holdings Ltd","37.75","1529969750","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/enh",
"ENH^A","Endurance Specialty Holdings Ltd","26.15","209200000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^a",
"ENH^B","Endurance Specialty Holdings Ltd","26","239200000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^b",
"NDRO","Enduro Royalty Trust","20.31","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ndro",
"FE","FirstEnergy Corporation","41.53","17368510480","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"G","Genpact Limited","15.19","3372498990","n/a","2007","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/g",
"GPC","Genuine Parts Company","64.15","9985139950","n/a","n/a","Capital Goods","Automotive Aftermarket","http://www.nasdaq.com/symbol/gpc",
"GNW","Genworth Financial Inc","8.24","4045271440","n/a","2004","Finance","Life Insurance","http://www.nasdaq.com/symbol/gnw",
"GEO","Geo Group Inc (The)","17.22","1078178640","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/geo",
"GGC","Georgia Gulf Corporation","34.5","1181142000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ggc",
"GGB","Gerdau S.A.","9.52","2906379840","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/ggb",
"GTY","Getty Realty Corporation","16.03","535305820","n/a","1971","Finance","Real Estate","http://www.nasdaq.com/symbol/gty",
"GFIG","GFI Group Inc.","4.53","540592080","n/a","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gfig",
"GA","Giant Interactive Group Inc","4","545668000","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ga",
"GIL","Gildan Activewear, Inc.","22.19","2692334890","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/gil",
"GLAD^A","Gladstone Capital Corporation","25.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glad^a",
"GLT","Glatfelter","15.02","655097300","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/glt",
"GSK","GlaxoSmithKline PLC","44.86","17251855060","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gsk",
"GRT","Glimcher Realty Trust","9.26","995375920","n/a","1983","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/grt",
"GRT^F","Glimcher Realty Trust","25.37","60888000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grt^f",
"GRT^G","Glimcher Realty Trust","24.54","147240000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grt^g",
"GJM","GMAC LLC","21.84","393120000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjm",
"GKM","GMAC LLC","21.34","768240000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gkm",
"GMA","GMAC LLC","21.96","483120000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gma",
"GOM","GMAC LLC","21.9","876000000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gom",
"GMXR","GMX Resources, Inc.","1.15","69525550","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gmxr",
"GMXR^","GMX Resources, Inc.","11.5","23000000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gmxr^",
